EmployeeID,Department,MeetingDateTime,MeetingDuration,MeetingType,NumberOfParticipants,MessageCount,AfterHoursMeetings,ProductivityScore,ContextSwitchCount,BurnoutRiskIndex
1612,Sales,22-04-2025 21:13,76,Team,8,43,No,95,18,0.387
1383,Tech,05-05-2025 10:05,102,All-Hands,5,46,No,76,19,0.463
1734,Sales,13-08-2025 06:16,38,All-Hands,2,88,No,95,17,0.3
1149,Sales,29-07-2025 07:20,78,01:01,13,85,No,54,11,0.339
1127,Ops,29-01-2025 07:28,56,All-Hands,9,124,Yes,87,14,0.73
1068,Tech,22-01-2025 09:57,90,Client,10,152,No,87,11,0.396
1465,Finance,16-05-2025 14:16,29,Client,13,104,No,83,12,0.234
1203,Sales,21-02-2025 23:44,91,01:01,9,122,No,62,3,0.306
1643,Ops,15-06-2025 18:19,84,01:01,7,223,No,70,11,0.409
1447,Ops,11-01-2025 12:47,21,Client,11,78,Yes,98,9,0.574
1143,Tech,22-01-2025 13:28,37,01:01,5,101,No,90,14,0.273
1778,HR,30-06-2025 23:45,67,01:01,9,15,Yes,81,4,0.614
1284,HR,02-03-2025 09:25,32,Client,5,45,Yes,51,2,0.518
1802,HR,03-07-2025 12:00,60,All-Hands,14,230,Yes,96,16,0.802
1040,Finance,23-07-2025 07:32,15,01:01,10,21,Yes,78,13,0.576
1114,Sales,03-06-2025 14:49,106,Client,6,172,No,81,5,0.384
1440,Tech,27-02-2025 03:26,79,Team,6,248,Yes,53,2,0.717
1633,Finance,15-06-2025 19:17,44,Client,3,210,No,69,7,0.264
1860,Tech,07-03-2025 13:33,39,Team,7,150,Yes,51,14,0.698
1566,Finance,25-06-2025 19:33,66,Client,13,162,Yes,59,13,0.76
1175,Ops,08-04-2025 02:58,105,Team,7,13,Yes,84,0,0.668
1977,Tech,30-05-2025 23:12,66,01:01,2,33,No,68,9,0.268
1828,Ops,15-01-2025 16:44,18,01:01,5,76,Yes,81,8,0.555
1252,Ops,17-01-2025 02:55,117,Team,3,66,Yes,69,9,0.809
1470,Finance,24-01-2025 11:19,76,Team,11,21,Yes,97,2,0.618
1939,Tech,29-06-2025 22:00,89,Client,10,233,Yes,97,7,0.786
1003,Tech,23-06-2025 21:04,87,Client,6,66,No,53,12,0.364
1593,Finance,28-06-2025 14:13,35,All-Hands,10,120,No,95,18,0.316
1218,Tech,04-08-2025 15:47,117,01:01,7,62,Yes,69,4,0.757
1418,Ops,26-01-2025 11:20,45,All-Hands,11,145,Yes,92,6,0.631
1756,Ops,13-03-2025 19:19,34,All-Hands,3,138,Yes,71,11,0.65
1554,Sales,18-05-2025 14:04,96,Team,11,161,No,72,0,0.304
1447,Finance,26-02-2025 21:21,69,Client,11,116,No,50,5,0.269
1021,Ops,23-01-2025 07:05,117,All-Hands,2,136,No,80,6,0.407
1621,Tech,06-06-2025 16:46,31,Client,4,111,Yes,86,19,0.712
1720,HR,13-01-2025 07:06,32,All-Hands,2,3,Yes,72,10,0.581
1806,Ops,23-06-2025 03:54,66,Team,10,63,Yes,79,7,0.66
1321,Sales,02-01-2025 19:22,118,All-Hands,6,75,No,50,14,0.465
1254,Sales,03-05-2025 17:27,103,Team,3,165,No,91,13,0.453
1614,Ops,21-03-2025 21:05,67,01:01,11,60,Yes,89,2,0.612
1660,HR,25-05-2025 05:57,68,All-Hands,7,25,Yes,68,11,0.69
1398,Finance,06-08-2025 12:09,74,Client,8,122,No,85,8,0.314
1390,HR,16-06-2025 09:12,62,All-Hands,11,190,No,62,3,0.261
1741,Ops,14-03-2025 11:08,38,All-Hands,10,217,Yes,70,17,0.752
1447,Sales,06-06-2025 00:21,29,Client,7,170,Yes,80,7,0.611
1275,Sales,16-03-2025 11:52,43,Client,6,208,No,98,17,0.361
1161,Tech,02-01-2025 13:15,114,Team,14,30,Yes,96,1,0.707
1866,HR,31-03-2025 19:37,16,All-Hands,11,194,No,79,7,0.188
1049,Tech,01-02-2025 02:16,66,01:01,8,203,Yes,68,14,0.786
1094,Finance,26-06-2025 09:55,92,01:01,14,141,No,52,17,0.456
1081,Finance,25-06-2025 22:08,107,Client,13,53,No,55,16,0.449
1152,Sales,05-02-2025 01:46,37,Team,13,77,No,63,19,0.313
1285,Tech,09-06-2025 12:09,91,Team,12,187,No,84,12,0.422
1319,Tech,09-03-2025 01:59,75,01:01,9,1,Yes,90,12,0.708
1892,HR,13-06-2025 02:02,54,01:01,9,156,Yes,52,12,0.717
1295,Finance,29-03-2025 16:20,82,All-Hands,3,193,No,69,14,0.422
1916,Tech,21-08-2025 01:06,63,Team,14,169,Yes,50,5,0.675
1827,Tech,27-04-2025 09:37,49,01:01,4,198,Yes,94,12,0.722
1791,HR,10-07-2025 06:26,79,Client,14,249,Yes,52,13,0.827
1546,HR,14-04-2025 03:35,38,All-Hands,2,175,No,59,12,0.285
1740,Tech,27-01-2025 20:14,114,Team,10,141,Yes,85,9,0.831
1251,HR,01-06-2025 02:09,54,Client,8,98,Yes,56,9,0.664
1784,Sales,13-02-2025 22:34,113,01:01,3,78,Yes,58,14,0.854
1403,Tech,06-03-2025 08:42,95,Team,8,51,Yes,67,14,0.798
1480,Tech,10-02-2025 12:35,32,Team,9,22,Yes,61,7,0.559
1882,Finance,05-07-2025 15:13,108,Client,3,129,No,54,0,0.322
1473,Tech,28-03-2025 16:43,82,All-Hands,7,214,Yes,94,18,0.871
1727,HR,06-04-2025 11:48,86,Team,8,140,Yes,50,5,0.721
1655,Finance,30-03-2025 13:23,85,01:01,12,78,Yes,83,15,0.794
1386,Tech,17-06-2025 18:35,102,01:01,4,67,No,93,4,0.322
1471,Finance,05-04-2025 02:04,31,All-Hands,7,137,No,99,9,0.222
1563,Finance,25-06-2025 12:51,20,All-Hands,9,133,No,64,3,0.133
1985,Finance,16-06-2025 01:54,71,Client,7,183,No,89,6,0.311
1769,Sales,25-04-2025 22:48,65,All-Hands,11,240,Yes,94,14,0.798
1515,Ops,02-05-2025 19:44,40,Team,11,30,Yes,51,9,0.602
1211,HR,15-08-2025 10:40,27,Client,3,221,No,60,12,0.276
1118,Finance,11-02-2025 04:44,38,All-Hands,10,125,No,78,4,0.185
1384,Sales,20-07-2025 17:45,49,Client,4,182,Yes,62,4,0.635
1322,Ops,05-07-2025 01:13,58,Team,7,61,Yes,71,8,0.649
1220,Ops,16-04-2025 10:22,54,Team,11,236,No,54,16,0.389
1885,Finance,14-05-2025 22:29,17,Team,13,37,No,63,14,0.197
1405,Tech,12-08-2025 13:28,28,Team,12,202,Yes,58,5,0.601
1922,Tech,04-06-2025 14:08,78,All-Hands,13,124,No,55,0,0.245
1498,Ops,06-06-2025 12:52,39,All-Hands,5,14,No,83,16,0.263
1380,Tech,17-08-2025 03:53,17,All-Hands,4,36,Yes,66,16,0.617
1425,HR,10-04-2025 23:12,52,Team,2,70,Yes,75,14,0.698
1918,HR,03-05-2025 03:43,117,Client,4,51,No,79,10,0.413
1054,Sales,03-06-2025 15:02,69,All-Hands,14,83,No,75,8,0.286
1908,Ops,24-07-2025 04:19,55,01:01,13,137,No,55,17,0.362
1363,Finance,21-03-2025 18:04,48,All-Hands,12,179,Yes,90,18,0.772
1956,Ops,30-06-2025 20:08,20,01:01,3,14,No,66,15,0.206
1339,Tech,25-03-2025 12:08,42,Client,6,199,Yes,59,9,0.675
1011,HR,14-02-2025 13:18,24,Team,10,155,No,73,18,0.302
1061,HR,11-02-2025 16:10,111,Team,5,183,No,52,9,0.441
1024,Ops,08-04-2025 22:54,26,All-Hands,3,150,No,69,5,0.175
1817,Finance,19-03-2025 05:35,67,All-Hands,3,41,No,51,8,0.264
1636,Sales,03-08-2025 18:32,105,Client,11,33,No,89,16,0.436
1052,Finance,04-07-2025 13:04,31,01:01,14,227,No,99,11,0.278
1776,Ops,11-01-2025 13:39,109,All-Hands,2,200,Yes,68,13,0.883
1682,Finance,29-04-2025 05:05,60,01:01,2,65,Yes,89,4,0.616
1955,Ops,23-03-2025 07:05,117,Client,7,124,No,97,15,0.492
1749,Sales,27-07-2025 21:07,95,Team,7,90,Yes,56,19,0.863
1780,Tech,05-07-2025 17:43,22,01:01,9,214,No,81,10,0.241
1282,Ops,29-04-2025 09:50,96,Team,7,53,Yes,61,14,0.801
1045,Sales,10-04-2025 22:09,106,01:01,8,229,Yes,99,19,0.947
1199,Ops,23-04-2025 15:05,23,Team,9,109,No,68,18,0.281
1818,Tech,03-01-2025 13:26,86,All-Hands,3,184,No,53,5,0.339
1938,Tech,30-06-2025 21:23,17,01:01,4,82,Yes,92,9,0.565
1167,HR,04-02-2025 11:09,26,Client,13,209,No,73,8,0.229
1805,HR,14-06-2025 23:23,61,Team,9,62,No,75,2,0.197
1937,Tech,02-07-2025 16:10,37,All-Hands,12,73,Yes,99,3,0.552
1081,Ops,13-03-2025 21:59,27,Client,14,165,No,62,19,0.324
1871,Ops,24-05-2025 12:35,19,Client,5,77,No,94,13,0.208
1646,Sales,06-02-2025 14:41,22,Team,14,23,No,64,18,0.244
1825,Finance,02-02-2025 23:36,79,Team,7,161,Yes,99,18,0.842
1834,HR,20-08-2025 18:14,118,All-Hands,4,127,No,75,13,0.476
1278,Sales,08-06-2025 08:18,72,Client,10,124,No,57,16,0.39
1996,Ops,14-06-2025 18:48,69,01:01,8,119,No,65,9,0.31
1820,Sales,23-05-2025 21:13,35,01:01,11,56,Yes,74,5,0.56
1568,Tech,14-06-2025 21:37,100,Team,2,188,Yes,97,14,0.865
1475,Tech,30-07-2025 08:00,68,01:01,5,3,No,79,1,0.181
1422,Ops,08-08-2025 11:36,107,All-Hands,12,61,No,85,15,0.442
1306,HR,04-06-2025 10:15,99,Team,5,64,Yes,75,18,0.853
1638,Ops,29-04-2025 21:33,16,01:01,10,246,No,94,17,0.308
1948,HR,20-07-2025 08:23,62,All-Hands,10,41,No,90,10,0.271
1834,Ops,01-01-2025 13:03,103,Team,11,185,No,85,9,0.421
1484,HR,24-04-2025 13:10,49,Client,7,66,No,90,2,0.169
1121,Sales,28-06-2025 19:19,64,Team,9,85,No,57,14,0.334
1900,Ops,17-04-2025 15:52,59,All-Hands,8,146,Yes,89,9,0.696
1415,Ops,05-06-2025 15:54,31,Team,2,236,No,78,12,0.292
1249,Finance,02-04-2025 20:21,70,Team,14,40,No,91,5,0.241
1163,Finance,26-01-2025 11:32,83,Client,3,202,No,58,5,0.338
1873,HR,29-06-2025 21:53,54,01:01,10,8,Yes,57,11,0.648
1084,HR,26-06-2025 20:36,72,Team,9,194,No,62,18,0.438
1504,HR,19-05-2025 23:15,112,Team,2,207,Yes,85,17,0.933
1002,Ops,26-04-2025 08:18,92,Team,3,204,Yes,76,19,0.902
1136,Sales,26-05-2025 11:39,95,Client,10,147,No,54,6,0.356
1682,Finance,29-07-2025 14:14,32,01:01,9,74,Yes,81,17,0.68
1169,Sales,17-01-2025 21:14,105,Client,11,100,Yes,94,17,0.873
1039,Finance,15-07-2025 03:22,16,01:01,5,67,Yes,62,15,0.617
1629,HR,03-04-2025 21:34,116,Team,11,231,Yes,97,12,0.902
1918,Ops,14-06-2025 17:26,107,All-Hands,11,35,Yes,51,8,0.762
1273,Finance,05-02-2025 15:24,32,Client,2,7,Yes,64,8,0.563
1851,Finance,21-03-2025 10:38,31,Client,8,193,Yes,55,4,0.595
1066,Ops,01-02-2025 05:38,63,Client,3,17,Yes,91,9,0.654
1658,Finance,08-01-2025 15:40,116,01:01,12,171,No,66,12,0.478
1621,Tech,27-07-2025 00:21,66,Client,13,239,Yes,91,1,0.671
1402,Sales,14-05-2025 06:27,48,Team,8,198,No,87,0,0.199
1829,Ops,03-02-2025 06:53,26,Client,14,75,No,68,8,0.175
1300,Ops,19-01-2025 09:27,88,All-Hands,2,49,Yes,89,6,0.7
1813,Sales,09-06-2025 05:56,55,Client,11,11,Yes,64,14,0.682
1246,Ops,08-07-2025 04:56,42,Team,5,35,Yes,50,11,0.629
1037,HR,07-07-2025 03:02,112,01:01,2,38,Yes,87,11,0.805
1151,HR,10-04-2025 05:24,65,All-Hands,2,123,Yes,70,13,0.742
1152,HR,10-05-2025 12:00,50,Client,6,96,No,50,5,0.213
1704,Sales,29-04-2025 11:13,51,Team,3,248,No,54,8,0.307
1445,Ops,23-05-2025 05:19,65,01:01,6,174,No,62,11,0.342
1959,Tech,06-04-2025 11:39,83,All-Hands,3,58,Yes,53,17,0.801
1372,Tech,11-03-2025 20:40,24,All-Hands,14,235,Yes,51,14,0.694
1353,HR,06-06-2025 12:28,60,01:01,10,137,Yes,71,7,0.675
1861,Sales,06-03-2025 12:01,103,All-Hands,14,135,Yes,70,13,0.842
1832,Ops,14-05-2025 23:05,111,All-Hands,14,90,No,89,17,0.483
1802,Sales,20-05-2025 11:26,36,All-Hands,10,172,Yes,84,17,0.729
1835,Sales,20-07-2025 08:30,56,All-Hands,6,26,No,55,7,0.22
1981,Finance,29-05-2025 18:18,117,Team,6,145,Yes,63,14,0.891
1890,Tech,03-05-2025 16:04,40,Client,6,43,No,81,6,0.177
1095,Ops,21-07-2025 09:24,42,Client,13,166,Yes,92,12,0.691
1043,Tech,25-02-2025 08:50,93,Team,3,102,No,55,10,0.373
1980,Sales,19-01-2025 12:22,46,Team,9,147,Yes,82,7,0.644
1427,HR,22-02-2025 19:21,22,01:01,4,34,No,54,2,0.089
1728,Sales,07-04-2025 10:23,92,Client,6,110,No,73,16,0.434
1002,HR,24-05-2025 06:06,32,All-Hands,3,139,Yes,65,3,0.566
1216,Tech,02-04-2025 20:22,103,Client,3,91,No,95,10,0.394
1543,Ops,03-03-2025 07:38,91,Team,13,152,No,88,9,0.378
1788,HR,07-08-2025 21:52,38,All-Hands,2,116,No,74,3,0.171
1551,Ops,09-01-2025 12:21,96,01:01,7,65,No,52,13,0.396
1340,HR,13-02-2025 16:29,86,All-Hands,4,241,Yes,55,13,0.841
1485,Ops,25-05-2025 10:36,81,All-Hands,2,171,Yes,79,13,0.801
1945,Sales,11-05-2025 16:15,33,Team,7,191,No,68,8,0.239
1271,Sales,06-04-2025 21:24,85,01:01,6,177,Yes,90,6,0.743
1684,Finance,16-01-2025 07:51,23,Client,5,88,No,98,11,0.203
1271,HR,21-05-2025 09:14,20,Team,3,231,Yes,70,14,0.682
1227,Ops,11-05-2025 01:15,81,Team,3,183,No,90,7,0.346
1002,Ops,29-04-2025 14:11,82,01:01,3,109,Yes,78,1,0.659
1821,Sales,05-06-2025 02:51,48,All-Hands,12,59,Yes,88,11,0.654
1513,Sales,16-06-2025 22:36,116,01:01,3,35,No,68,12,0.424
1594,Tech,26-06-2025 17:20,98,Client,6,150,Yes,79,1,0.715
1875,Tech,29-07-2025 15:39,86,All-Hands,4,40,No,75,3,0.261
1181,Finance,28-03-2025 21:40,109,Team,4,201,Yes,87,15,0.903
1701,Ops,25-01-2025 13:43,24,01:01,14,200,No,88,3,0.17
1662,Tech,10-07-2025 10:18,114,All-Hands,4,63,Yes,68,11,0.82
1101,Tech,17-01-2025 00:54,76,Client,14,24,Yes,85,9,0.69
1673,Sales,19-01-2025 04:19,53,Client,6,80,No,67,10,0.264
1165,Ops,10-06-2025 18:21,35,Team,7,230,Yes,99,5,0.63
1370,HR,02-07-2025 14:36,64,Client,3,114,No,50,10,0.306
1555,Finance,10-01-2025 04:53,66,01:01,6,47,Yes,72,0,0.584
1159,HR,02-06-2025 06:52,33,01:01,4,129,Yes,86,16,0.694
1067,Sales,21-02-2025 05:05,106,Team,3,224,Yes,64,8,0.835
1783,Ops,01-05-2025 09:17,41,Client,8,228,Yes,81,12,0.714
1512,Finance,01-01-2025 08:06,97,All-Hands,13,155,Yes,59,19,0.895
1492,Finance,09-01-2025 11:37,39,Client,6,205,Yes,71,11,0.69
1364,HR,27-04-2025 19:04,89,Client,8,198,Yes,66,17,0.872
1397,Tech,18-05-2025 05:18,21,Client,9,191,Yes,69,5,0.579
1932,Finance,23-04-2025 02:06,89,01:01,13,57,Yes,65,18,0.825
1166,Tech,14-03-2025 09:46,41,Client,4,74,Yes,65,11,0.642
1534,Finance,29-04-2025 16:52,54,Team,4,129,No,87,15,0.337
1946,Sales,17-07-2025 12:31,66,01:01,9,92,No,96,13,0.332
1873,Ops,15-07-2025 22:17,112,All-Hands,5,81,Yes,63,17,0.882
1826,Finance,12-07-2025 07:29,16,All-Hands,2,19,Yes,83,8,0.528
1171,Tech,13-05-2025 14:43,55,All-Hands,12,218,Yes,72,5,0.675
1999,Tech,16-06-2025 09:49,58,All-Hands,4,61,No,61,0,0.169
1396,Sales,03-01-2025 05:47,55,Client,5,117,Yes,55,10,0.684
1921,HR,20-04-2025 05:31,113,01:01,5,92,No,59,18,0.499
1192,HR,11-07-2025 06:30,107,Client,7,128,Yes,89,7,0.789
1680,Sales,16-01-2025 16:01,116,Client,2,82,No,82,14,0.463
1767,HR,04-07-2025 07:25,45,Client,6,130,No,51,2,0.184
1087,Tech,07-06-2025 10:28,55,01:01,12,143,Yes,94,18,0.775
1607,Tech,13-04-2025 04:12,73,All-Hands,3,212,No,61,11,0.377
1566,Finance,27-06-2025 04:06,47,Client,5,231,Yes,98,19,0.8
1639,HR,22-02-2025 17:34,68,Client,8,232,Yes,98,9,0.753
1319,Finance,17-08-2025 07:43,78,All-Hands,5,213,No,75,6,0.34
1039,HR,14-06-2025 10:25,21,01:01,9,61,No,75,7,0.147
1680,Tech,11-07-2025 21:58,90,Client,9,181,No,58,2,0.317
1156,Sales,13-06-2025 18:39,68,Client,6,94,No,97,14,0.348
1076,Finance,23-04-2025 14:01,102,Client,5,211,Yes,65,9,0.829
1510,Sales,21-08-2025 15:34,104,Client,14,132,No,60,12,0.433
1023,HR,17-06-2025 10:39,93,Client,7,47,No,64,10,0.351
1189,HR,08-05-2025 08:41,98,Team,3,59,Yes,51,11,0.779
1371,HR,21-04-2025 00:19,94,01:01,4,225,No,98,13,0.455
1786,Sales,06-08-2025 03:39,102,Client,13,47,Yes,81,4,0.714
1187,Finance,05-04-2025 17:41,88,Team,2,108,Yes,97,8,0.743
1237,HR,21-05-2025 17:15,102,Client,5,247,No,78,15,0.504
1861,Finance,12-08-2025 16:49,37,01:01,12,222,No,92,6,0.241
1928,Finance,10-05-2025 01:30,63,Client,7,108,Yes,53,13,0.731
1916,Ops,14-08-2025 20:18,56,01:01,11,186,No,93,1,0.224
1940,Ops,30-03-2025 10:06,40,01:01,8,72,No,86,7,0.199
1275,HR,26-04-2025 21:20,67,Team,8,134,Yes,58,2,0.641
1096,Finance,02-06-2025 02:43,92,01:01,2,241,Yes,93,13,0.856
1912,Ops,17-07-2025 02:31,104,01:01,11,155,No,94,13,0.452
1828,Sales,06-05-2025 05:04,23,All-Hands,4,153,Yes,51,10,0.619
1270,Tech,21-04-2025 05:22,95,Team,3,146,Yes,88,17,0.866
1342,Tech,05-06-2025 08:23,27,Team,6,49,Yes,72,15,0.637
1645,HR,13-04-2025 09:30,86,All-Hands,11,206,Yes,50,16,0.857
1746,Tech,22-02-2025 17:53,76,Team,11,225,Yes,80,5,0.73
1417,HR,13-07-2025 11:41,63,Client,6,30,Yes,86,14,0.71
1504,Finance,05-06-2025 12:26,29,Team,5,234,Yes,54,0,0.566
1440,Tech,14-01-2025 23:27,25,All-Hands,12,197,Yes,72,7,0.611
1844,Finance,06-04-2025 13:02,77,Client,3,206,No,72,8,0.355
1139,Ops,28-04-2025 08:04,61,All-Hands,9,157,No,65,13,0.345
1275,Tech,08-02-2025 14:44,61,01:01,5,157,No,94,8,0.295
1261,Finance,13-06-2025 21:43,79,All-Hands,12,101,Yes,57,19,0.828
1117,Ops,08-02-2025 02:09,32,Team,12,209,No,81,16,0.324
1707,Tech,26-01-2025 16:14,46,Team,6,47,Yes,94,3,0.564
1990,Tech,09-02-2025 20:23,114,Team,6,45,Yes,81,4,0.743
1236,Tech,22-08-2025 02:10,30,01:01,10,87,Yes,74,13,0.64
1700,Ops,07-06-2025 11:42,65,Team,4,80,Yes,95,9,0.684
1283,HR,27-06-2025 03:30,59,01:01,7,195,Yes,60,14,0.766
1734,HR,22-05-2025 18:03,93,01:01,9,193,No,92,1,0.32
1109,Sales,16-04-2025 10:00,37,Team,14,222,No,86,12,0.301
1147,Tech,08-01-2025 09:51,111,01:01,8,223,No,56,9,0.457
1332,Ops,31-05-2025 22:00,52,All-Hands,5,171,No,62,10,0.298
1454,Tech,25-01-2025 04:24,96,Team,3,111,Yes,83,18,0.864
1398,Sales,19-04-2025 12:52,116,Team,2,42,Yes,99,9,0.797
1501,Ops,20-06-2025 05:07,109,Client,3,187,No,50,18,0.527
1050,Sales,05-01-2025 06:17,30,01:01,11,166,No,64,0,0.141
1474,Tech,23-04-2025 07:18,101,01:01,6,232,Yes,83,16,0.905
1766,Ops,05-04-2025 02:07,103,Client,9,105,Yes,55,4,0.74
1423,HR,20-04-2025 04:53,118,Client,9,157,Yes,54,11,0.868
1290,Sales,07-04-2025 18:07,21,Team,14,12,No,98,3,0.087
1787,HR,09-02-2025 13:55,64,All-Hands,11,2,Yes,61,0,0.561
1600,Ops,14-02-2025 06:36,41,Client,12,49,No,62,16,0.282
1659,Tech,01-06-2025 05:07,86,All-Hands,5,178,Yes,66,1,0.696
1704,Sales,23-04-2025 23:47,49,All-Hands,4,229,No,91,17,0.384
1276,Tech,28-07-2025 16:26,64,All-Hands,8,32,Yes,98,4,0.613
1448,Tech,07-01-2025 22:23,41,01:01,2,84,Yes,98,9,0.626
1660,Ops,07-04-2025 20:05,109,All-Hands,13,152,Yes,69,1,0.743
1971,Finance,27-06-2025 07:42,29,Team,13,12,Yes,99,19,0.667
1274,Sales,15-05-2025 08:07,28,Client,3,193,Yes,83,2,0.567
1278,Finance,24-07-2025 19:20,115,Client,10,111,No,64,11,0.442
1020,HR,12-01-2025 01:07,23,01:01,11,30,Yes,63,15,0.62
1920,Sales,11-02-2025 17:49,57,Client,7,41,Yes,57,15,0.709
1775,Finance,06-06-2025 08:40,81,Team,3,143,No,68,8,0.34
2000,Finance,17-03-2025 06:35,30,01:01,7,185,Yes,77,3,0.579
1981,HR,02-08-2025 08:30,24,Client,4,236,No,67,14,0.294
1581,Sales,04-05-2025 07:13,46,01:01,5,8,No,85,15,0.268
1198,Tech,03-01-2025 08:12,106,01:01,6,63,No,96,1,0.3
1738,Ops,20-04-2025 08:17,73,Client,4,117,No,77,3,0.259
1600,Tech,04-08-2025 01:46,45,All-Hands,2,214,No,90,16,0.358
1098,Ops,18-05-2025 16:03,60,All-Hands,2,192,Yes,91,15,0.777
1911,Tech,13-06-2025 10:01,41,Client,10,159,Yes,68,2,0.586
1878,Sales,07-06-2025 15:23,74,Client,13,226,No,64,16,0.435
1777,Tech,18-02-2025 08:28,46,Client,8,210,No,56,4,0.239
1233,Ops,09-08-2025 15:15,72,01:01,9,212,Yes,97,15,0.815
1105,Finance,17-01-2025 03:05,65,Team,10,110,Yes,56,4,0.647
1420,HR,02-08-2025 09:37,101,Team,12,73,No,70,8,0.362
1422,Finance,05-01-2025 07:20,111,01:01,5,32,Yes,89,2,0.71
1697,Finance,06-05-2025 17:17,48,All-Hands,5,218,Yes,68,10,0.707
1226,Tech,08-05-2025 05:31,83,Team,14,247,No,59,7,0.376
1099,HR,19-04-2025 09:46,27,Client,14,4,Yes,61,12,0.589
1940,Finance,06-01-2025 14:46,100,All-Hands,9,142,Yes,62,0,0.707
1287,Finance,20-02-2025 13:57,52,All-Hands,12,108,Yes,50,10,0.673
1095,Sales,03-07-2025 04:24,72,Team,12,127,Yes,89,2,0.651
1095,Sales,14-02-2025 19:11,74,Team,4,43,Yes,55,7,0.672
1487,Sales,31-01-2025 04:47,19,Team,11,181,Yes,97,11,0.63
1948,Ops,18-07-2025 19:09,31,Team,7,8,No,59,19,0.271
1908,Sales,30-01-2025 09:06,92,01:01,11,220,Yes,98,15,0.868
1515,Finance,21-01-2025 04:41,50,Team,3,207,No,82,2,0.228
1000,Ops,20-01-2025 04:12,101,Client,12,111,No,67,14,0.437
1771,Ops,11-04-2025 13:10,119,Team,13,220,Yes,99,4,0.826
1756,HR,05-07-2025 05:10,102,01:01,14,220,No,75,7,0.413
1197,Tech,14-03-2025 15:25,81,Team,3,152,Yes,68,7,0.733
1755,HR,09-04-2025 09:00,16,Team,4,64,Yes,76,12,0.586
1847,Tech,22-07-2025 15:15,63,Team,4,232,Yes,54,5,0.7
1302,Ops,07-06-2025 18:27,18,01:01,2,125,No,70,15,0.245
1231,Finance,25-04-2025 10:45,45,Team,7,138,Yes,83,16,0.728
1120,Tech,13-03-2025 18:08,29,Client,3,137,No,87,15,0.277
1854,Ops,16-06-2025 10:54,45,Team,6,107,Yes,77,5,0.605
1853,Tech,12-03-2025 05:29,28,All-Hands,11,214,No,65,6,0.216
1007,Tech,13-03-2025 05:08,80,Client,7,168,Yes,88,1,0.677
1545,Tech,24-07-2025 06:19,54,All-Hands,12,63,Yes,74,3,0.59
1086,Tech,20-03-2025 21:20,30,Team,10,81,Yes,62,4,0.547
1157,Ops,08-05-2025 09:20,105,01:01,3,138,No,50,12,0.438
1234,Tech,22-03-2025 20:09,44,Client,6,17,No,63,12,0.237
1907,Ops,07-06-2025 19:41,46,Team,8,199,Yes,99,6,0.655
1976,Ops,01-07-2025 02:26,94,All-Hands,12,30,Yes,76,0,0.647
1625,Ops,05-08-2025 02:08,67,Client,14,199,No,82,8,0.327
1266,Finance,10-03-2025 07:31,33,Team,6,40,Yes,70,9,0.589
1200,Ops,17-05-2025 10:51,37,Client,12,32,No,69,7,0.175
1791,Finance,28-07-2025 01:08,66,All-Hands,13,159,Yes,82,9,0.719
1895,Finance,21-04-2025 00:04,82,01:01,4,5,Yes,76,4,0.647
1922,HR,22-07-2025 07:01,83,Team,3,219,Yes,84,1,0.705
1573,Ops,27-06-2025 13:00,77,All-Hands,5,145,Yes,90,18,0.831
1054,Finance,18-06-2025 09:11,40,Team,11,213,Yes,96,0,0.585
1818,Tech,22-07-2025 14:10,75,Team,12,77,Yes,80,9,0.708
1520,Finance,01-05-2025 06:00,102,01:01,6,47,Yes,57,1,0.684
1551,Finance,10-04-2025 14:24,101,01:01,10,134,No,68,6,0.366
1537,Finance,02-04-2025 23:38,61,01:01,9,205,No,50,12,0.354
1267,Sales,21-02-2025 17:41,17,Team,6,91,Yes,87,18,0.659
1045,Ops,11-01-2025 04:49,29,All-Hands,5,244,Yes,52,3,0.6
1143,Tech,01-03-2025 06:41,19,01:01,3,89,Yes,74,9,0.573
1639,Ops,19-08-2025 20:16,22,01:01,13,63,No,52,17,0.25
1738,Finance,12-07-2025 03:15,37,01:01,9,121,No,82,13,0.271
1471,Tech,07-06-2025 02:32,101,Client,14,120,No,61,2,0.321
1030,HR,09-05-2025 07:33,32,01:01,6,236,Yes,96,9,0.664
1793,HR,14-01-2025 20:36,15,01:01,14,165,Yes,90,9,0.593
1330,Tech,23-04-2025 00:21,23,01:01,8,77,Yes,60,6,0.548
1704,Tech,05-01-2025 22:50,45,All-Hands,9,25,Yes,79,1,0.532
1449,Finance,18-08-2025 15:42,60,Client,7,68,Yes,54,18,0.757
1806,Finance,25-04-2025 17:18,52,01:01,13,153,Yes,91,13,0.721
1361,Sales,21-04-2025 22:26,44,All-Hands,4,219,Yes,82,9,0.688
1813,Finance,08-04-2025 17:25,17,Client,6,120,No,68,9,0.18
1267,Tech,22-07-2025 19:56,76,01:01,11,56,Yes,97,0,0.612
1614,Finance,25-04-2025 09:59,116,All-Hands,10,187,No,54,13,0.495
1502,Finance,19-02-2025 20:13,48,01:01,6,96,Yes,74,9,0.648
1179,Sales,03-07-2025 17:54,43,01:01,11,152,No,58,2,0.188
1388,Ops,11-03-2025 12:45,29,01:01,5,236,No,87,19,0.357
1478,HR,15-03-2025 10:37,37,01:01,6,189,Yes,96,7,0.638
